"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
18020,"Columbus, IN (Metropolitan Statistical Area)",2,Population (persons) 1,73660,74508,75265,76080,76566,76767,77360,78529,78967,79598,80344,80978,80837,81221,81999,82218,82729,83394,84003
18020,"Columbus, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,33387,35571,36608,38236,36100,37925,40964,43763,43212,45158,46951,47482,49628,53228,54331,57424,60392,62848,65564
18140,"Columbus, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),61683035,65187685,68859093,71888511,71034278,73745427,79612065,84795007,86534576,90513779,95257047,98107074,102377841,106583823,110690296,119520595,130792314,134720291,142321677
18140,"Columbus, OH (Metropolitan Statistical Area)",2,Population (persons) 1,1791126,1816992,1841539,1865647,1887548,1906466,1926850,1948133,1975418,2003406,2029746,2054988,2085784,2107634,2127695,2141895,2146927,2162066,2180271
18140,"Columbus, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,34438,35877,37392,38533,37633,38682,41317,43526,43806,45180,46931,47741,49084,50570,52024,55801,60921,62311,65277
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11978159,12769261,13210053,14664311,13924180,14904861,16149609,16883904,17634122,18414237,18124202,17306234,18114539,18548158,19647510,20332542,22479638,22425576,23796989
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2,Population (persons) 1,392747,396135,397235,399943,403971,404471,406705,411374,416444,419872,423386,423932,422580,421960,421387,422239,423059,421677,422949
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30498,32235,33255,36666,34468,36850,39708,41043,42345,43857,42808,40823,42867,43957,46626,48154,53136,53182,56264
18700,"Corvallis, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2644453,2793965,2900331,3074943,2950799,3059405,3234454,3252247,3234109,3429054,3582335,3784693,3943228,4205820,4433318,4750067,5324986,5493764,5892772
18700,"Corvallis, OR (Metropolitan Statistical Area)",2,Population (persons) 1,80943,81957,83718,84150,85390,85625,86517,87134,86843,88101,89437,91236,93296,94073,94866,95214,96321,97661,97713
18700,"Corvallis, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32671,34091,34644,36541,34557,35730,37385,37325,37241,38922,40054,41482,42266,44708,46732,49888,55284,56253,60307
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8559605,9074221,9310450,9374592,9107875,9643020,10012047,10761041,10818843,11403847,12032038,12652693,13550123,14582344,15894986,16960798,19246009,19910974,21319303
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2,Population (persons) 1,233437,235216,235032,235315,235687,235900,238620,246814,251683,255640,260618,265404,271229,277290,284065,288026,293662,299868,304818
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,36668,38578,39614,39838,38644,40878,41958,43600,42986,44609,46167,47673,49958,52589,55955,58886,65538,66399,69941
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2750491,2729911,2806670,3010627,3104368,3226948,3314462,3349795,3354015,3466359,3550182,3685858,3758365,3882783,4008772,4320175,4566168,4440061,4638087
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",2,Population (persons) 1,101172,101304,101981,102462,103181,103127,102404,101424,100671,99808,98915,98276,97185,96357,95638,94849,94584,94168,94140
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27186,26948,27521,29383,30087,31291,32367,33028,33317,34730,35891,37505,38672,40296,41916,45548,48276,47150,49268
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),214665761,236045160,249760355,270537123,252729530,266251045,296886888,312085846,321023808,344877113,357111400,369242759,395002697,424650728,448420510,470783274,526077181,563368616,600737499
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2,Population (persons) 1,5722444,5886950,6025041,6152770,6282484,6391311,6506602,6637404,6743525,6876165,7025725,7175708,7314782,7431497,7545141,7666418,7774647,7947439,8100037
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37513,40096,41454,43970,40228,41658,45629,47019,47605,50155,50829,51457,54001,57142,59432,61409,67666,70887,74165
19140,"Dalton, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3546256,3632411,3741263,3756153,3558858,3675157,3802318,3930758,4102354,4393561,4704355,4814489,4913443,5183536,5397197,5763350,6315169,6314339,6566410
19140,"Dalton, GA (Metropolitan Statistical Area)",2,Population (persons) 1,133885,136581,138792,140415,140897,142242,142129,141978,141492,141765,142445,142920,143016,143000,143203,142796,142687,143505,144722
19140,"Dalton, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26487,26595,26956,26750,25259,25837,26753,27686,28994,30992,33026,33687,34356,36249,37689,40361,44259,44001,45373
19180,"Danville, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2181251,2267762,2348054,2516291,2509185,2621348,2754570,2736505,2822925,2786326,2810855,2813563,2878687,2932340,2980705,3280031,3602342,3585797,3688001
19180,"Danville, IL (Metropolitan Statistical Area)",2,Population (persons) 1,82728,82715,82258,81930,81710,81619,81314,80676,80311,79423,78729,77933,77061,75950,74892,74009,73164,72103,71652
19180,"Danville, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26367,27417,28545,30713,30708,32117,33876,33920,35150,35082,35703,36102,37356,38609,39800,44319,49237,49732,51471
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5272521,5880129,6243633,6368395,6344357,6741297,7113915,7314284,7534558,7949643,8504769,9032772,9583207,10139295,10880888,11870039,13476887,14205269,15456083
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2,Population (persons) 1,162183,168121,172404,175827,179406,183215,187051,191053,196205,200910,205083,210148,215475,221187,227057,233227,239439,246531,253507
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32510,34976,36215,36220,35363,36794,38032,38284,38401,39568,41470,42983,44475,45840,47921,50895,56285,57621,60969
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12653962,13335525,14128831,15075554,14718653,15205603,16132975,16460644,16637901,16738002,17026346,17325510,17935600,18391380,18649953,19900709,21342287,21764710,22817167
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2,Population (persons) 1,372876,373762,375121,376467,378108,379921,381517,383900,385952,386819,386759,386181,385672,385106,385104,383768,381639,379439,379441
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,33936,35679,37665,40045,38927,40023,42286,42877,43109,43271,44023,44864,46505,47757,48428,51856,55923,57360,60134
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),26076495,27452234,28195295,28917955,28354230,29064292,30764179,31459670,31750265,33005190,34218800,34981536,36558265,37931583,39325774,42476680,45583533,46009333,48792627
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",2,Population (persons) 1,804766,803498,801852,800209,798895,799820,801553,802845,803169,803327,802986,805185,807221,809468,812726,814209,813802,812714,814363
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32403,34166,35163,36138,35492,36339,38381,39185,39531,41086,42614,43445,45289,46860,48387,52169,56013,56612,59915
19460,"Decatur, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4167252,4370944,4586125,4758022,4677975,4824525,4915138,5025034,5123513,5325147,5403452,5415853,5596575,5841962,6147356,6573767,7134718,7363647,7698240
19460,"Decatur, AL (Metropolitan Statistical Area)",2,Population (persons) 1,148399,149519,150690,151890,153269,154050,154554,154778,154402,154519,154409,154642,154707,155229,155966,156377,156448,157418,158635
19460,"Decatur, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28081,29233,30434,31325,30521,31318,31802,32466,33183,34463,34994,35022,36175,37634,39415,42038,45604,46778,48528
19500,"Decatur, IL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3610012,3806999,4053203,4279420,4276276,4326883,4568326,4552566,4646224,4750670,4685162,4679690,4740806,4958670,4948358,5357757,5750774,5825249,6038464
19500,"Decatur, IL (Metropolitan Statistical Area)",2,Population (persons) 1,111083,110808,110751,110588,110732,110803,110784,110316,109818,108852,107756,106838,105969,105092,104643,103752,102597,101333,100591
19500,"Decatur, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32498,34357,36597,38697,38618,39050,41236,41268,42308,43643,43479,43802,44738,47184,47288,51640,56052,57486,60030
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),17172785,18563819,19596541,19992778,18899577,19862801,20475745,21195116,21371693,22537034,23764283,25151076,26838568,28436066,30844597,32435966,36357973,37931527,41344127
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2,Population (persons) 1,563305,579087,589451,590912,589388,590307,590924,593177,597667,605244,617026,631169,642646,652221,661350,671804,687342,706423,721796
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30486,32057,33245,33834,32066,33648,34650,35732,35759,37236,38514,39848,41763,43599,46639,48282,52896,53695,57280
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),96256625,104509321,110449522,115535611,108894477,112248937,123884133,131655328,139340191,151950098,156148546,156778699,169647839,185257197,198992948,211746977,236592587,257232456,268348501
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",2,Population (persons) 1,2332749,2374194,2418686,2463971,2509417,2554032,2600467,2645858,2694188,2745645,2802640,2844505,2877443,2915538,2944122,2970119,2978016,2986190,3005131
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2,41263,44019,45665,46890,43394,43950,47639,49759,51719,55342,55715,55116,58958,63541,67590,71292,79446,86141,89297
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),21001924,22542999,23790921,25044079,24704929,25703695,26907031,28673827,29095581,31043466,32760666,34071867,35401572,36928112,38485080,41423832,45548165,47713046,50437063
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2,Population (persons) 1,559060,570026,580757,590747,599480,609018,618750,627599,639026,651203,661440,673388,684183,693828,703282,711200,720756,729303,737164
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37566,39547,40965,42394,41211,42205,43486,45688,45531,47671,49529,50598,51743,53224,54722,58245,63195,65423,68420
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),162804632,164441185,168857946,170174642,160012432,164173409,175623403,183212138,184356582,192940091,204834629,210038500,216025432,225800056,232310293,250033938,265321782,271987295,287019283
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,Population (persons) 1,4431048,4409697,4377116,4339504,4311728,4293314,4301802,4319292,4332304,4346166,4352979,4368028,4381658,4391185,4394892,4385248,4369283,4348636,4342304
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,36742,37291,38577,39215,37111,38239,40826,42417,42554,44393,47056,48085,49302,51421,52859,57017,60724,62545,66098
20020,"Dothan, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4045977,4301103,4571596,4688316,4672270,4913770,5093426,5142963,5188731,5359275,5558074,5674231,5813795,6060488,6402507,6912624,7596009,7689382,8052590
20020,"Dothan, AL (Metropolitan Statistical Area)",2,Population (persons) 1,136643,139070,141157,142958,144396,145892,146752,147686,147789,148266,148525,148458,148613,149057,150479,151151,151523,152477,153349
20020,"Dothan, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29610,30928,32387,32795,32357,33681,34708,34824,35109,36146,37422,38221,39120,40659,42548,45733,50131,50430,52512
20100,"Dover, DE (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4504720,4862907,5107447,5291088,5545302,5576528,5866771,5944793,6151281,6376046,6519354,6845986,7182594,7543351,7977830,8272024,9158906,9562632,9962823
20100,"Dover, DE (Metropolitan Statistical Area)",2,Population (persons) 1,144585,149704,153969,157925,160081,162937,164988,167056,168691,171009,172578,173906,175745,177806,180204,182315,185043,187758,189789
20100,"Dover, DE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31156,32483,33172,33504,34641,34225,35559,35586,36465,37285,37776,39366,40869,42425,44271,45372,49496,50931,52494
20220,"Dubuque, IA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2714907,2960663,3225745,3376643,3307663,3469303,3707324,3891673,3940687,4108228,4277631,4359993,4492228,4763024,4901362,5256181,5723351,6040398,6272863
20220,"Dubuque, IA (Metropolitan Statistical Area)",2,Population (persons) 1,90769,91258,92130,92519,92948,93975,94864,95558,96531,97253,97809,97861,98370,98336,98974,99308,98854,98715,98887
20220,"Dubuque, IA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29910,32443,35013,36497,35586,36917,39080,40726,40823,42243,43735,44553,45667,48436,49522,52928,57897,61190,63435
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8409845,8835983,9374505,10006946,9936799,10548034,11143091,11313717,11289187,11717392,12069397,12017225,12446918,13203020,13590484,14374761,15742288,16015234,16762577
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2,Population (persons) 1,287696,287672,288147,289433,290337,290615,290960,290834,291149,291519,291303,291245,291275,291872,291771,291531,291020,291240,292458
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29232,30715,32534,34574,34225,36296,38298,38901,38775,40194,41432,41262,42733,45236,46579,49308,54093,54990,57316
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),18276790,19809187,21495980,22702071,22428321,23221645,24246096,25430042,25434106,27084810,28489929,29861915,31478055,33108772,35402748,37516352,41157720,43275489,46071475
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2,Population (persons) 1,512402,523405,536055,548275,559164,566260,572458,581652,590234,599079,607517,617871,625280,637260,644381,646081,657196,664529,671071
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,35669,37847,40100,41406,40110,41009,42354,43720,43092,45211,46896,48330,50342,51955,54941,58068,62626,65122,68654
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4784610,5048114,5374846,5617034,5503090,5507966,5773317,5685427,5969483,6217394,6415040,6578464,6827296,7149916,7570436,8163656,8714333,8703570,9085682
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",2,Population (persons) 1,162045,165185,167352,168576,169390,169805,169684,168249,166820,166583,165608,165140,166660,167962,168332,168314,168676,167451,166053
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29526,30560,32117,33320,32488,32437,34024,33792,35784,37323,38736,39836,40965,42569,44973,48503,51663,51977,54716
20740,"Eau Claire, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4713858,5040522,5387947,5642870,5758398,5960671,6311944,6575010,6604602,6903817,7044669,7073393,7465787,7913242,8233304,8798551,9580042,9894365,10341173
20740,"Eau Claire, WI (Metropolitan Statistical Area)",2,Population (persons) 1,154809,156167,157654,158700,160271,161709,163170,164394,165553,165978,166672,167866,168953,170088,171081,172238,172607,173539,174873
20740,"Eau Claire, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30450,32276,34176,35557,35929,36860,38683,39995,39894,41595,42267,42137,44189,46524,48125,51084,55502,57015,59135
20940,"El Centro, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3761791,4066254,4323904,4719809,4793296,5087461,5484146,5541036,5743731,5990271,6439648,6323414,6428926,6353010,6768896,8245786,8685931,8163630,8593081
20940,"El Centro, CA (Metropolitan Statistical Area)",2,Population (persons) 1,156113,160505,164596,167917,172008,174685,175635,176314,176052,177459,178297,179400,180693,180428,179727,179612,179138,178940,179057
20940,"El Centro, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,24097,25334,26270,28108,27867,29124,31225,31427,32625,33756,36118,35248,35579,35211,37662,45909,48487,45622,47991
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4010721,4207218,4393646,4608515,4768462,5054471,5316493,5434541,5398180,5561353,5711949,5925712,6117340,6323296,6644108,7192058,7958393,8069700,8470059
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2,Population (persons) 1,140177,140870,141844,142988,143829,149884,151530,151883,152763,152377,148956,149895,151502,154442,155160,155728,157024,156903,157707
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28612,29866,30975,32230,33154,33723,35085,35781,35337,36497,38347,39532,40378,40943,42821,46183,50683,51431,53708
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5902837,6132063,6299068,6172690,5644125,6038797,6424889,6921230,7174727,7728708,8096897,8436448,9114688,9449457,9441420,10077764,11795093,12173232,12108355
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2,Population (persons) 1,192242,195047,196304,197762,197514,197473,198387,199160,200474,201770,203423,204104,204832,206218,206974,206991,207054,206873,206409
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30705,31439,32088,31213,28576,30580,32386,34752,35789,38305,39803,41334,44498,45823,45616,48687,56966,58844,58662
21300,"Elmira, NY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2518074,2644565,2763408,2967848,2987353,3122248,3272918,3313337,3345388,3408518,3434299,3421413,3569951,3670532,3822807,4121919,4310888,4263916,4379320
21300,"Elmira, NY (Metropolitan Statistical Area)",2,Population (persons) 1,88860,88732,88634,88503,88849,88927,89074,89448,88643,87779,87438,86486,85747,85081,84580,83668,83039,81641,81325
21300,"Elmira, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28338,29804,31178,33534,33623,35110,36744,37042,37740,38831,39277,39560,41634,43142,45198,49265,51914,52228,53850
21340,"El Paso, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),16885388,17902134,19013134,20107393,21131622,23232993,24792804,25902729,25473733,26701108,27505066,28033251,29047586,30343116,31859864,34786152,38499420,38362594,40812243
21340,"El Paso, TX (Metropolitan Statistical Area)",2,Population (persons) 1,731511,748254,759040,773304,790182,807591,826067,840630,841370,846414,846949,852702,857324,859286,863581,869802,870774,870655,873331
21340,"El Paso, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,23083,23925,25049,26002,26743,28768,30013,30813,30276,31546,32475,32876,33882,35312,36893,39993,44213,44062,46732
21420,"Enid, OK (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),1824339,2030779,2113758,2275854,2195581,2403141,2551838,2754096,2704700,2895567,2792889,2747417,2652119,2692538,2731255,2775506,2976695,3058021,3172594
21420,"Enid, OK (Metropolitan Statistical Area)",2,Population (persons) 1,57358,57723,58153,58845,59989,60815,60993,61770,62954,63567,64192,63712,63027,62757,63000,62691,61964,61951,62023
21420,"Enid, OK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31806,35181,36348,38675,36600,39516,41838,44586,42963,45551,43508,43122,42079,42904,43353,44273,48039,49362,51152
21500,"Erie, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8102044,8531785,9033939,9479677,9350128,9725313,10359215,10649045,10612044,10831616,11116226,11237980,11395495,11990733,12286299,13541885,14196004,13859674,14634573
21500,"Erie, PA (Metropolitan Statistical Area)",2,Population (persons) 1,277211,278389,278573,278686,279838,280860,281499,281875,281568,280527,279523,277916,275335,273464,271417,270578,269257,268840,267571
21500,"Erie, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29227,30647,32429,34016,33413,34627,36800,37779,37689,38612,39769,40437,41388,43848,45267,50048,52723,51554,54694
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10185897,11147007,11435692,11778776,11455951,11809631,12201496,12702759,12743333,13535495,14485437,15172554,16123295,16924089,17691526,19419282,21567775,22122545,23493863
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2,Population (persons) 1,335831,339926,344844,348176,350850,351948,354120,355220,355658,358278,362262,369207,375696,378816,382074,383308,384121,382181,381181
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30330,32792,33162,33830,32652,33555,34456,35760,35830,37779,39986,41095,42916,44676,46304,50662,56148,57885,61634
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9907487,10522276,10630877,11300451,11146572,11859282,12662235,13064361,12585089,13110187,13510826,13643868,14156712,14589494,15366665,16496669,18020685,18478528,19395580
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",2,Population (persons) 1,303844,305549,307468,308614,310170,311769,312541,313133,313918,314320,314321,314463,313782,313384,313617,314195,314405,313924,314836
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32607,34437,34576,36617,35937,38039,40514,41721,40090,41710,42984,43388,45116,46555,48998,52505,57317,58863,61605
21820,"Fairbanks, AK (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3346212,3669257,3947315,4371859,4398194,4600079,5048355,5104024,4923446,5127407,5281037,5247243,5322940,5544411,5643548,5753824,6221693,6464126,6617442
21820,"Fairbanks, AK (Metropolitan Statistical Area)",2,Population (persons) 1,90431,90545,93545,94552,95238,98262,98102,100298,100916,99234,99603,100637,99631,98429,96728,95337,95593,95202,94840
21820,"Fairbanks, AK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,37003,40524,42197,46238,46181,46814,51460,50889,48788,51670,53021,52140,53427,56329,58345,60352,65085,67899,69775
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6254097,6787510,7277560,8044921,7971703,8501156,9298049,10307332,10512400,11226338,11642577,11775313,12192568,13045682,13367645,14401480,16098914,16979393,17943699
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2,Population (persons) 1,189303,193412,197121,201346,206223,209505,213498,218120,224110,228763,234096,238644,243115,246248,248147,250220,255028,258573,262620
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,33037,35094,36919,39956,38656,40577,43551,47255,46907,49074,49734,49343,50151,52978,53870,57555,63126,65666,68326
22140,"Farmington, NM (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3098510,3422749,3728747,4151613,3933739,3993577,4233330,4304593,4165501,4376102,4392183,4245197,4309611,4442751,4478254,4725564,5196422,5324408,5557715
22140,"Farmington, NM (Metropolitan Statistical Area)",2,Population (persons) 1,124809,125028,126149,126905,129359,130162,129498,129369,128899,128346,127340,126839,125679,124104,122292,121376,120996,120569,120675
22140,"Farmington, NM (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,24826,27376,29558,32714,30409,30682,32690,33274,32316,34096,34492,33469,34291,35799,36619,38933,42947,44161,46055
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12957485,13496623,14001693,14739828,14946802,15609160,16155922,16529731,16513438,16967336,17421922,17552603,18057191,18863941,19763974,21507948,23762939,24227609,25410717
22180,"Fayetteville, NC (Metropolitan Statistical Area)",2,Population (persons) 1,444221,451761,456550,464464,474524,490283,498196,500921,506665,507329,507912,512110,512089,516519,519693,521463,526653,528950,533813
22180,"Fayetteville, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29169,29876,30668,31735,31499,31837,32429,32999,32592,33444,34301,34275,35262,36521,38030,41245,45121,45803,47602
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),13263659,14757242,16056606,17274308,16449875,17252243,19788152,22986386,22897542,26023654,28253908,29981677,31629291,34356316,33404116,35469453,43441176,49178861,52596116
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2,Population (persons) 1,385269,401039,413543,423649,432067,442336,453096,462682,471707,481238,492646,504921,516889,526668,536748,549937,563008,576967,590337
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,34427,36798,38827,40775,38073,39003,43673,49681,48542,54076,57351,59379,61192,65233,62234,64497,77159,85237,89095
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3724854,4085582,4391868,4723132,4550095,4650693,4901006,5043930,5270807,5546207,5919742,6137865,6584272,6919869,7149227,7674105,8301233,8422116,8957617
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2,Population (persons) 1,127025,128695,130442,131853,133477,134678,134580,136692,137493,138597,140239,141966,142873,144704,145975,145192,142897,144223,144472
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29324,31746,33669,35821,34089,34532,36417,36900,38335,40017,42212,43235,46085,47821,48976,52855,58092,58396,62002
22420,"Flint, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12500021,12867985,13013729,13189568,12672806,13001099,13551613,13895202,14076201,14442336,15112837,15445475,15814955,16359898,16935433,18427524,19556193,19573793,21087893
22420,"Flint, MI (Metropolitan Statistical Area)",2,Population (persons) 1,442508,441164,438109,433082,427989,424983,422183,418460,416028,413362,411082,409659,408374,407424,406597,405777,404627,401923,401522
22420,"Flint, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28248,29168,29704,30455,29610,30592,32099,33206,33835,34939,36764,37703,38727,40154,41652,45413,48331,48700,52520
22500,"Florence, SC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5502796,5888209,6173789,6432710,6306477,6429859,6713140,6820654,6944666,7185326,7427577,7626929,7857404,8181781,8653965,9132053,9994647,10153092,10645536
22500,"Florence, SC (Metropolitan Statistical Area)",2,Population (persons) 1,199167,200913,202246,203805,204825,205563,205276,205083,204593,204608,203986,203194,202307,201418,200670,199665,199126,199176,199630
22500,"Florence, SC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27629,29307,30526,31563,30790,31279,32703,33258,33944,35118,36412,37535,38839,40621,43125,45737,50193,50975,53326
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3861764,4073300,4304315,4422516,4388008,4601409,4724009,4773690,4799482,4998592,5114506,5182335,5270723,5435056,5713953,6266330,6795174,6908569,7317480
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2,Population (persons) 1,143717,144707,145593,146675,146952,147316,147418,147729,147954,148411,148048,148297,148883,149408,150182,151329,152497,153868,155175
